任务网址,职位信息,分词
https://jobs.51job.com/kunshan/151427613.html,工作内容：提供答案和解题过程，录屏形式讲题目，无需露脸，可居家办公，时间可以自己安排目前招募科目：大学：化学、物理、高等数学、线性代数、概率论、电工高中：数学初中：数学、物理小学：数学（项目长期，招募科目随时变动，具体以沟通为准）工作要求：本科及以上设备要求（需要有以下任意一套）：1. 平板＋手写笔2. 电脑＋手写板（设备不足可以先咨询，进行岗位了解，首月满300题可以报销100元手写板价钱）薪资明细：按题量计薪，时薪50左右入职流程：学科能力考核-正式入职该岗位没有报名费，培训费等任何费用收取,"初中,高等数学,）,费用,元,可,随时,.,50,按题,平板,培训费,、,明细,小学,及,工作,物理,正式,入,300,为准,过程,办公,自己,：,题,露脸,讲,价钱,有,考核,可以,以上,，,薪资,本科,答案, ,进行,电脑,先,100,化学,项目,不足,线性代数,职该,手写笔,提供,左右,沟通,目前,录屏,咨询,无需,学科,一套,具体,时间,量计,收取,概率论,-,薪,题目,解题,了解,要求,和,报名费,科目,2,内容,大学,电工,岗位,任意,设备,居家,＋,手写板,满,等,以,首月,安排,需要,入职,任何,（,高中,以下,数学,招募,没有,流程,形式,1,能力,时薪,长期,报销,变动"
https://jobs.51job.com/kunshan/139652752.html,1、负责公司日常日语业务的翻译：协助领导处理技术谈判、资料翻译、日常对话、往来信函等工作；2、协助采购部门及研发部门日常事务和工作内容；3、领导安排的其他工作，协调和支持性工作。 4、需有半导体工作者优先。任职资格：1、本科学历，三年以上工作经验；2、熟练Office办公软件；3、擅于沟通，有较强组织力、协调能力，敏锐洞察力；4、具备较强执行力，有良好的团队协作精神，有一定的抗压能力；5、日语口语熟练；需有半导体企业工作经验，生产管理或品质方面工作经验优先。,"擅于,抗压,信函,部门,支持性,、,及,工作,协作,负责,三年,洞察力,办公,：,较,协调,具备,。,软件,生产,方面,强,有,以上,；,熟练,资料,日语,，,或,管理,资格,经验,半导体, ,采购,任职,5,日常事务,敏锐,沟通,良好,往来,的,执行力,其他,翻译,技术谈判,领导,一定,组织,协助,较强,日常,和,优先,2,内容,品质,4,需,本科学历,团队,等,精神,3,口语,安排,公司,企业,处理,力,Office,对话,1,研发部门,能力,业务,工作者"
https://jobs.51job.com/kunshan/154411960.html,1、大专学历及以上，有零售店面销售及管理工作经验者优先；2、有责任心，亲和力强，沟通能力强；3、普通话流利，思维敏捷，具有良好的沟通与表达能力；岗位职责：1、负责当地渠道客户零售门店商品的日常销售及维护工作，店面助销及产品培训；2、负责产品推广，促销活动及路演活动及相关会议的落地执行；3、产品陈列摆放，宣传物品的发放与布置；4、协助区域销售经理完成本区域的对接事项，完成本部门管理区域的业绩指标；5、能有效的完成公司制定的销售目标及分配的其他任务等；6、及时跟进、反馈门店的问题及需求，每周覆盖当地客户。,"有效,路演,任务,能,流利,门店,宣传,部门,物品,、,经理,及,工作,目标,负责,当地,布置,：,与,思维,。,强,有,以上,；,活动,责任心,，,管理,经验,问题,分配,指标,敏捷,会议,5,覆盖,学历,培训,店面,沟通,渠道,良好,零售店,管理工作,的,本,其他,执行,反馈,产品,摆放,跟进,协助,者,对接,业绩,日常,促销,普通话,完成,推广,优先,6,面,2,销售,区域,4,发放,事项,制定,助销,零售,等,3,亲和力,客户,公司,需求,落地,表达能力,陈列,1,能力,及时,相关,商品,岗位职责,具有,大专,每周,维护"
https://jobs.51job.com/kunshan/107321396.html,工作性质：全职    招聘人数：2人职位类别：中、高级项目经理（各1人）工作地址：中国*苏州薪资：底薪+绩效岗位职责： 1、  具备相关财会及审计的专业知识；2、  对下级别的审计助理人员进行有效的指导和培训；3、 编制完整的项目工作计划与项目审计底稿；4、 作为项目审计负责人，组织实施对中型以上项目的审计工作；5、 出具审计业务报告和其他鉴证业务报告；职位要求1、会计、审计等相关专业大学专科及以上学历；2、熟悉会计准则及审计准则；3、中、高级项目经理，均需要：2年以上制造业财会主办或主管以上工作经验，或 2年以上事务所审计经验；4.  应聘高级项目经理：至少通过注册会计师专业考试全科 或 3年以上事务所审计经验5.  应聘初级项目经理，通过注册会计师专业考试部分课程者优先6、工作责任心强、团队协作意识强、承受压力能力强、具有良好的文字表达能力及人际沟通能力。,"有效,）,全职,.,年,助理,编制,*,鉴证,、,大学专科,各,及,工作,人数,协作,制造业,审计工作,中型,完整,以上学历,：,与,至少,具备,。,项目经理,强,计划,中,以上,部分,；,会计师,责任心,，,薪资,或,经验,人际沟通, ,下级,进行,底稿,底薪,意识,5,主管,绩效,项目,类别,性质,招聘,指导,高级,培训,负责人,良好,的,财会,压力,其他,考试,准则,主办,会计,+,作为,专业知识,组织,事务所,应聘,者,职位,人员,要求,和,熟悉,均,审计,初级,课程,实施,优先,人,地址,6,2,别的,报告,专业,苏州,4,出具,对,团队,等,中国,3,需要,通过,会计准则,（,表达能力,1,能力,相关,全科,文字,岗位职责,具有,承受,业务,注册"
https://jobs.51job.com/kunshan/153930172.html,岗位职责：1、完成销售方案PPT、报价、平面布局、下单图及效果图的制作；3、协助销售跟进并维护客户，与客户进行需求了解、方案设计、下单细节等的沟通及日常对接；4、配合销售进行合同制作，负责在ERP中下单及货期跟进，申请开票、催款等；5、其他与销售协助相关的工作。任职条件：1、大学专科以上学历，设计类相关专业，一年以上同行业工作经验者优先；2、有销售支持类相关工作经验；3、熟悉使用办公软件：Word、Excel、PPT、PS，熟练掌握CAD、SU，会效果图者优先；4、性格稳重，细致耐心，具有强执行力、沟通协调力及团队合作精神；薪资结构：基本工资+绩效奖金,"催款,CAD,开票,类,、,大学专科,及,工作,负责,报价,SU,以上学历,Excel,办公,：,效果图,与,方案设计,会,合作,下单,协调,条件,。,软件,基本工资,货期,强,有,中,以上,；,，,薪资,耐心,PPT,经验,进行,任职,5,细致,沟通,配合,的,执行力,使用,其他,方案,并,跟进,细节,+,协助,者,图及,对接,了解,日常,合同,同行业,熟悉,完成,绩效奖金,优先,2,熟练掌握,PS,ERP,销售,稳重,专业,Word,设计,性格,制作,4,在,团队,等,精神,3,客户,申请,需求,一年,支持,1,布局,平面,相关,岗位职责,具有,结构,力及,维护"
https://jobs.51job.com/kunshan/139542519.html,岗位职责：1、生产过程中的不良分析和改善、优化工艺流程、提升产能；2、主导新项目有=工艺开发与导入；3、新设备工艺加技术方案确认，配合完成设备验收；4、客户投诉的分析与改善；5、员工工艺培训；6、完成领导交办的其它事项。任职资格：1、大专及以上学历，三年以上电子制造业PE工作经验，有电池行业经验优先；2、熟悉PLC单片机，电机产品工艺流程，具备流程规划、产能规划、人员规划能力；3、具有良好的语言表达能力、沟通协调能力。公司福利：1.五险、包住（1-2人一间房）；2.年终奖；3.无硬性加班文化，职员类岗位基本不加班；4.出粮准时；5.每年两次团建及旅游；6.公司氛围轻松，同事很Nice。,"交办,）,.,类,确认,每年,技术,电子,工艺,新,文化,房,电池,、,语言表达,及,工作,制造业,=,过程,三年,团建,以上学历,福利,：,与,职员,具备,协调,。,生产,PE,两次,有,投诉,中,加班,以上,；,规划,，,基本,资格,出粮,经验,优化,其它,任职,5,一间,项目,主导,培训,PLC,沟通,良好,配合,的,氛围,五险,方案,产品,产能,电机,改善,导入,领导,不良,验收,旅游,提升,-,很,人员,和,熟悉,准时,不,完成,优先,加,6,行业,人,2,硬性,包住,轻松,同事,岗位,无,4,设备,工艺流程,事项,开发,年终奖,3,客户,公司,（,员工,分析,流程,1,能力,单片机,岗位职责,具有,大专,Nice"
https://jobs.51job.com/kunshan/153652152.html,岗位职位：1.以电话销售方式开发精准网络广告客户；2.负责公司项目的销售及推广，通过电话与客户进行有效沟通了解客户需求；3.对所分配客户进行及时回访跟进并及时将客户信息录入系统;4.根据月项目考察会议指标，针对客户进行电话约见到访;5.通过电话量、客户覆盖率、客户信息完整度与销售进程等考核方法推动完成客户到访成交；6.负责同行市场信息的收集及竞争对手的分析；7.根据月营销会议计划，完成部门销售指标；8.管理维护客户关系以及客户间的长期战略合作计划。任职要求：1.中专以上学历，男女不限，有一定销售基础，机灵，善于沟通；2. 有招商或电话销售经验者，喜欢销售类工作；3. 勇于挑战高薪，想通过个人努力拿到高薪，高待遇的优秀人才。提示：业绩提成不封顶，晋升空间大。,"有效,限,回访,善于,.,喜欢,类,大,部门,高薪,、,量,及,工作,负责,电话,间,完整,以上学历,拿到,：,根据,优秀人才,与,访,合作,。,考核,有,计划,；,机灵,勇于,所,，,或,管理,经验,网络广告,度,分配, ,进行,指标,任职,会议,5,推动,沟通了解,约,项目,战略,方法,收集,沟通,到访,考察,客户关系,的,提示,晋升,针对,营销,市场,8,见到,进程,并,个人努力,跟进,7,一定,空间,中专,高待遇,以及,成交,者,业绩,职位,招商,要求,精准,不,完成,推广,6,2,挑战,销售,岗位,封顶,竞争对手,4,基础,系统,开发,将,录入,对,信息,等,以,男女,3,想,同行,客户,公司,通过,提成,需求,分析,月,1,及时,方式,;,长期,覆盖率,维护"
https://jobs.51job.com/kunshan/153990439.html,岗位职责：1.依据产品开发计划实施嵌入式软件设计工作；2.按计划完成产品软件测试工作，协助产品改进；3.相应技术文档编写和知识产权申请；应聘条件：1、本科及以上学历，有工作经验者优先；2、电子信息、通信工程、自动化控制、电子科学与技术、微电子等相关专业；3、熟悉STM32等ARM单片机的体系结构及嵌入式系统软件开发工具，精通单片机汇编，C/C++语言，有扎实的数据结构功底；4、熟悉Linux操作系统应用软件开发，有底层驱动编程经验优先；5、 具有良好的团队合作精神和沟通能力，责任性强；6、具有独立分析问题、解决问题能力，动手能力强,"Linux,.,技术,电子,C,、,汇编,及,工作,底层,控制,科学,以上学历,：,与,编写,合作,条件,自动化,强,有,计划,；,，,本科,解决问题,按计划,经验,问题, ,产品开发,5,电子信息,功底,通信工程,独立,沟通,良好,责任,语言,的,知识产权,产品,精通,C++,嵌入式,系统软件,STM32,协助,依据,应聘,者,软件测试,动手,和,熟悉,嵌入式软件,性强,实施,完成,优先,编程,6,2,扎实,ARM,专业,设计,相应,4,开发,数据结构,团队,等,体系结构,精神,3,开发工具,申请,/,操作系统,驱动,分析,微电子,应用软件,1,能力,单片机,相关,岗位职责,文档,具有,改进"
https://jobs.51job.com/kunshan/106629481.html,"保洁 1、45岁以下； 2、身体健康,品德良好,勤劳朴实,认真负责,手脚麻利，服从管理，能高效完成领导安排工作 3、有保洁工作经验者优先。工作地点：西安各园","品德,。,朴实,麻利,有,岁,领导,能,勤劳,；,高效,3,，,管理,安排,经验, ,者,各园,、,以下,,,手脚,工作,1,完成,优先,西安,2,身体健康,良好,地点,认真负责,保洁,：,45,服从"
https://jobs.51job.com/kunshan/151250751.html,戚墅堰潞城好工作 不体检，名额有限！228-240/天【工作内容】:冲压工，坐班为主，工作自由，留职率很高【年龄要求】:18—45周岁【工作时间】:8点到8点，两班倒【薪资】:白班19夜班20，一天吃饭不扣工时，19*12=228（夜班240/天），综合7000+。 【发薪日】:每月15号，打在建行卡上。【食宿】:包吃无住宿，满勤有200/月住房补贴，周边小区多，租房容易。,"容易,200,）,夜班,戚墅堰,每月,*,白班,食宿,多,工作,20,19,=,坐班,！,包吃,发薪日,—,一天,。,有,留职,住房补贴,倒,，,薪资,点到,建行, ,】,为主,点,工时,住宿,周岁,18,周边,打,卡上,15,吃饭,8,好,时间,+,-,很,小区,要求,不,高,240,内容,工,12,无,冲压,潞城,45,在,号,租房,率,自由,天,7000,满勤,/,（,不扣,月,228,两班,年龄,【,名额有限,体检,综合,:"
https://jobs.51job.com/kunshan/153766943.html,职位信息1.年龄21-59岁，身体健康。2.驾驶证驾龄1年，无酒驾、无不良记录、无犯罪记录。公司福利：1.免费提供专业司服岗前培训，24小时车管服务，轻松入行。2提供营运车辆（纯电），公司负责车辆的保养保险及日常维修，车辆24小时交由司机保管，合作分成，免去租金烦恼。3.国内大平台接单，无需抢单，订单充足奖励丰厚工作内容：公司配车，平台系统派单，全程按照导航路线将乘客送达目的地即可。没有时间限制，接受无经验行业新手薪资待遇：日均收入400-800元，月综合收入12000-18000不等，真正为自己经营，多劳多得！有意向者麻烦投份简历，方便我们及时联系到您，谢谢！,"）,元,.,交由,800,大,年,日均,奖励,联系,即可,待遇,18000,、,及,工作,充足,入,负责,小时,行,租金,犯罪,维修,车管,新手,为,福利,自己,：,接单,！,合作,订单,配车,多劳多得,。,21,按照,有,400,丰厚,送达,抢单,限制,，,薪资,司服,服务,经验,导航,简历,真正,营运,培训,谢谢,身体健康,提供,麻烦,接受,驾龄,国内,的,全程,免费,收入,您,目的地,无需,时间,不良,司机,投份,意向者,-,平台,烦恼,分成,驾驶证,职位,日常,免去,不,轻松,24,行业,2,我们,内容,保险,记录,专业,无酒,保管,无,路线,派单,经营,车辆,系统,将,岁,信息,等,3,方便,岗前,59,公司,到,（,驾,没有,月,年龄,1,及时,乘客,保养,综合,纯电,12000"
https://jobs.51job.com/kunshan/153788294.html,岗位职责：1、制定研发中心合成所、制剂所室外生测试验方案，及时提供试验数据及结论；2、为产品的靶标、作物创新、应用技术创新、产品套餐组合创新使用提供准确的试验数据数据支持及技术应用方案。3、为新产品立项及专利提报开展相关试验，提供数据支持和资料编写。4、为立项的预上市产品开展靶标及安全性试验，提供靶标、安全性及应用技术资料等。任职要求：1、本科及以上学历，植物保护专业；2、掌握一定的病虫害知识和基本农药知识；3、能熟练操作办公软件，制作实验报告。,"病虫害,室外,生测,。,软件,方案,产品,安全性,制定,技术创新,组合,制剂,能,等,；,开展,熟练,一定,资料,3,技术,所,，,基本,本科,实验报告,上市,新,植物保护,、,任职,要求,应用,数据,和,提报,及,中心,试验,支持,专利,农药,1,及时,合成,靶标,提供数据,准确,2,作物,立项,掌握,提供,操作,相关,创新,为,以上学历,套餐,专业,办公,研发,的,岗位职责,预,：,知识,结论,编写,使用,制作,4"
https://jobs.51job.com/kunshan/150016879.html,直招，承诺面试到入职不收取任何费用。收取任何费用的均属不正规招聘场所，请大家擦亮慧眼，谨防上当受骗。如发现以我公司招聘为名义，进行非法收费，请和我们公司联系举报，公司会根据情况给予举报者适当的奖励          .工作内容：          1、负责接系统派的订单，按照订单信息准确及时地将餐品送到客户手中。          2、配送的物品：超市物品。          3、新员工入职，有老员工带。          【招聘条件】          1、18周岁-45周岁          3、有无经验均可，要求会骑电动车，会使用智能手机导航。          4、公司不收取任何押金，不以任何形式扣员工工资等行为。          【薪资待遇】基础工资3000+跑单提成天气补助（1--5元）+夏季补助（1--5元）=月薪8000-12000左右.          （多劳多得，接单越多提成越高，五星好评，另有平台大额单，远距离单补助)公司派单，单量充足…（配送范围3公里之内，新人入职有老员工带。只要愿意干、只要肯吃苦、肯定让你挣到钱）          正常干 8000元左右          稍微努力 10000元左右          使劲干 12000元以上          年轻人嘛，连一个尝试的机会都不给自己，何提奋斗一说？,"使劲,）,费用,元,智能手机,可,嘛,.,肯吃苦,奖励,联系,新,派,待遇,物品,地,超市,正常,、,多,属,工作,年轻人,名义,充足,负责,大家,=,准确,都,为,自己,根据,：,8000,接单,会,你,订单,多劳多得,条件,。,跑,按照,配送,有,以上,补助,场所,手中,带,，,薪资,骑,何提,给予,经验,五星,10000, ,】,进行,情况,餐品,连,5,尝试,有无,导航,…,招聘,适当,范围,谨防,周岁,18,3000,越高,扣,左右,钱,单量,挣到,的,--,好评,使用,越,远距离,收费,我,夏季,新人,一个,慧眼,大额,干,非法,+,另有,单,收取,-,平台,举报者,要求,均,和,送到,不,电动车,员工工资,给,？,2,我们,内容,机会,如,承诺,),努力,派单,工资,45,4,基础,举报,系统,将,信息,请,等,稍微,以,3,客户,公司,入职,月薪,任何,发现,提成,天气,到,直招,公里,（,老,正规,员工,愿意,让,行为,一说,奋斗,1,及时,形式,【,肯定,上当受骗,接,押金,面试,12000,擦亮,只要,之内"
https://jobs.51job.com/kunshan/153758602.html,岗位职责:1、 负责完成车身综合性尺寸问题的分析，对策制定及跟进措施；2、 负责焊接车间检具、测量设备规划及选型；3、 负责车型焊装尺寸工艺文件编制、校对、审核；4、负责车身尺寸匹配问题进行分析/验证/落实/关闭，达成匹配各项指标；5、负责现场尺寸不达标返修方案的制定，跟踪及固化。任职要求:1、大专及以上学历，5年以上焊装尺寸调试相关工作经验；2、熟悉车身结构、零件定位策略，有较强的车身缺陷分析经验，懂尺寸链、定位原理、车身缺陷分析方法；3、熟悉汽车维修、制造等专业理论知识；熟悉焊装工艺及夹具；4、能够熟练运用专业理论知识和丰富的专业经验分析和解决复杂技术问题；5、具有较强的组织、协调、沟通能力和良好的团队合作精神；6、熟练使用OFFICE办公软件；7、熟练使用UG\CATIA\AUTOCAD等绘图软件。,"对策,固化,OFFICE,车身,原理,\,UG,年,技术,跟踪,绘图,选型,分析方法,工艺,编制,验证,、,及,工作,焊接车间,达标,负责,现场,维修,以上学历,测量,办公,较,缺陷,措施,合作,协调,。,软件,调试,强,车型,有,以上,；,熟练,规划,链,，,经验,问题, ,检具,审核,进行,指标,任职,5,校对,各项,沟通,良好,综合性,的,复杂,尺寸,使用,焊装,方案,文件,跟进,7,组织,较强,落实,要求,和,熟悉,能够,不,返修,懂,匹配,完成,6,2,汽车,专业,丰富,夹具,4,设备,AUTOCAD,理论知识,制定,关闭,团队,等,精神,3,零件,/,CATIA,分析,运用,1,能力,策略,相关,解决,:,岗位职责,具有,制造,大专,达成,结构,定位"
https://jobs.51job.com/kunshan/149865156.html,岗位职责：1、负责区域内市场的推广和销售，完成年度销售指标；2、完成销售渠道布局，完善产品供应链；3、配合现有经销商开发医院，建立重点医院，维护关键客户关系，做好经销商业务员及医生培训；4、开发新的经销商，填补空白区域；5、负责区域内学术推广；6、完成领导安排的其他工作。岗位要求：1、市场开发能力（包括寻找并签约代理商和最终客户的能力）；2、宣传沟通公司，产品，疗法的能力；3、提供与产品相关的技术支持能力；4、与公司内部相关部门的协作能力、沟通能力；5、勤奋、努力，符合公司价值观和质量方针。,"寻找,）,学术,关键,符合,勤奋,做好,宣传,部门,年度,、,包括,及,工作,供应链,协作,负责,：,完善,与,内,业务员,。,；,，,医生,指标,重点,5,价值观,经销商,培训,提供,沟通,渠道,配合,客户关系,的,其他,市场,建立,产品,并,医院,领导,疗法,现有,要求,和,完成,推广,6,2,质量方针,技术支持,销售,区域,最终,努力,岗位,4,开发,代理商,3,填补空白,客户,安排,内部,公司,开发新,（,1,能力,布局,相关,签约,岗位职责,维护"
https://jobs.51job.com/kunshan/151566182.html,我们正在寻找一位专业的保险顾问，负责为客户提供全面的保险咨询和规划服务。工作内容:1.分析客户的保险需求，并提供合适的保险解决方案;2.与客户沟通，解释保险条款和计划;3.为客户提供续保、理赔等售后服务;4.参与保险产品的推广和营销活动。岗位要求:1.具备良好的保险知识和产品了解;2.优秀的沟通能力和客户服务技巧;3.有责任心，能够处理客户的咨询和投诉;4.具备团队合作精神和良好的职业道德。,"咨询,具备,。,寻找,产品,合作,解决方案,参与,保险产品,并,售后服务,计划,有,投诉,职业道德,团队,等,.,活动,技巧,责任心,精神,3,规划,，,全面,正在,顾问,客户,续保,优秀,服务,处理,需求,了解,、,要求,和,分析,能够,工作,保险条款,客户服务,负责,1,解释,推广,能力,理赔,2,我们,内容,保险,提供,沟通,为,良好,专业,:,的,合适,;,知识,一位,岗位,与,营销,4"
https://jobs.51job.com/kunshan/154513876.html,工作内容：检验科实验员负责对检测样本进行实验并出报告，工作包括执行各种实验，记录实验结果，以及与科室其他老师进行协调。主要职责：- 负责公司产品的各项检验，包括但不限于化学、光学、听力学等；- 按照实验室规定，对检测产品进行实验，并记录实验结果；- 对检测结果进行初步判断，并将结果记录在相应的检测记录中；- 负责实验设备的维护和保养，确保实验设备处于良好的工作状态；- 产品生产商和客户保持沟通，以确保检测结果准确性和可靠性；- 在实验室内，与其它检验员进行协调，共同完成各项检验任务；- 负责对实验室的环境进行维护和改善，确保实验室的环境安全；- 参加各种培训和学习活动，提高自己的专业知识和技能；- 保持良好的态度，对工作认真负责，有耐心和毅力。职位要求：- 大专或以上学历，检验科或相关专业；- 熟悉各种检验实验方法和操作规程，具备扎实的化学和生物学知识；- 具备良好的沟通能力和团队合作精神，能够与公司内部以及与客户和生产商保持良好的沟通；- 具有基本的实验室技能，如使用显微镜、离心机等，能够熟练操作各种实验设备；- 具有较强的责任心和逻辑思维能力，能够准确判断实验结果；- 良好的英语读写能力，能够读懂和编写相关记录；,"可靠性,实验员,任务,检验科,逻辑思维,生产商,并出,各种,结果,、,包括,工作,负责,保持良好,老师,准确,状态,检测,以上学历,认真负责,检验员,自己,：,与,编写,科室,合作,内,协调,具备,。,按照,规定,有,准确性,中,实验室,；,活动,熟练,责任心,检验,，,基本,或,参加,耐心, ,进行,其它,化学,各项,安全,培训,操作,方法,沟通,良好,限于,的,知识,使用,态度,其他,执行,产品,改善,保持,并,确保,力学,专业知识,毅力,-,以及,较强,共同完成,环境,职位,显微镜,要求,和,样本,熟悉,能够,不,实验,扎实,内容,报告,听,如,记录,专业,主要职责,相应,设备,学习,在,初步判断,将,判断,读写能力,对,团队,等,操作规程,离心机,精神,以,客户,内部,处于,公司,读懂,技能,生物学,能力,提高,但,保养,相关,光学,英语,具有,大专,维护"
https://jobs.51job.com/kunshan/154093651.html,工作职责:◆制作和提供品质如一的饮品和食品；◆与顾客和工作伙伴保持良好的沟通，为所有顾客提供优质的服务；◆每天执行清洁工作，保持干净和舒适的门店环境和工作环境；◆负责收银工作、参与现金管理；◆遵循星巴克营运政策和流程。任职资格:◆全日制在校学生；◆每周能提供20小时以上工时；◆兼职时间半年以上；◆接受倒班工作（门店一般营运时间为早7点到晚12点）；◆良好的沟通及团队合作能力。,"◆,每天,。,早,）,合作,参与,优质,保持,时间,团队,能,半年,以上,；,在校学生,7,晚,如一,现金管理,，,一般,点到,食品,资格,兼职,服务,遵循,门店,干净,星巴克,环境,、,（,任职,全日制,顾客,和,清洁,工作,20,舒适,点,及,流程,营运,负责,能力,保持良好,倒班,小时,工时,政策,伙伴,提供,沟通,为,接受,12,良好,:,的,职责,饮品,品质,与,所有,每周,制作,执行,收银"
https://jobs.51job.com/kunshan/136481319.html,收藏职位信息岗位职责：1、负责实验室仪器仪表的电路板设计开发 、单片机编程；2、负责产品性能验证、技术改进任职要求： 1、 计算机、电子、通信、自动化等相关专业，本科以上学历，且需要2年以上单片机独立开发经验； 2、 掌握C或C++等设计语言，掌握单片机开发调试工具； 3、 掌握模拟电路、数字电路、单片机或ARM体系结构的相关知识，熟悉ARM或Microchip单片机者优先； 4、 至少掌握一种原理图及PCB layout工具； 5、 能够独立的完成硬件电路的焊接，软件的设计、开发与调试； 6、 良好的文档编写能力，可以熟练阅读英文技术文档及元器件Datasheet；,"年,技术,电子,C,验证,、,及,负责,数字电路,焊接,以上学历,layout,阅读,工具,：,与,编写,至少,收藏,自动化,软件,调试,实验室,以上,；,可以,熟练,，,或,本科,经验, ,电路,任职,5,元器件,独立,良好,语言,的,知识,产品,C++,模拟,一种,者,职位,电路板,要求,熟悉,能够,Microchip,完成,性能,优先,编程,6,2,ARM,原理图,专业,设计,4,开发,PCB,信息,等,体系结构,通信,Datasheet,3,需要,英文,仪器仪表,1,能力,且,掌握,单片机,相关,计算机,岗位职责,文档,硬件,改进"
https://jobs.51job.com/kunshan/154807565.html,古北主题酒吧招聘，我们是直聘的，入职不收取求职者任何费用。新人可以没有经验，我们的营业时间是晚8点到1点半，兼职有休息室，全职有宿舍,"营业时间,8,古北,。,新人,求职者,费用,有,全职,可以,休息室,晚,，,收取,点到,点半,兼职,经验,直聘,入职,任何,是,酒吧,宿舍,不,没有,1,招聘,我们,的,主题"
https://jobs.51job.com/kunshan/154331481.html,岗位职责：1.前期主要负责项目文件翻译（日语/中文翻译）、项目资料准备、相关方沟通等项目支持性工作；2.后续根据项目开展参与工厂建设项目管理工作；任职要求：1.日语熟练，可作为工作语言；2.有日本生活/留学背景者优先；3.土木、建筑专业优先；4.需要定期出差日本,"）,准备,参与,有,背景,项目管理,等,可,.,；,开展,熟练,资料,作为,日语,3,，,中文翻译,建筑,土木,需要,者,支持性,后续,/,、,（,任职,要求,出差,工作,日本,定期,前期,项目,负责,1,优先,生活,2,建设,相关,沟通,主要,专业,方,语言,岗位职责,：,根据,工厂,留学,4,文件翻译"
https://jobs.51job.com/kunshan/153593563.html,岗位职责：1、根据公司业务及门店拓客要求，发掘拜访客户，完成销售目标；2、负责拓展异业、家装设计师渠道等，引流带单到门店成交；3、负责主导小区楼盘团购开发及维护，促进门店获客成交。岗位要求：1、具有2年及以上建材行业渠道销售经验者优先；2、熟悉终端营销活动开展，较强的业务销售能力；3、踏实肯干，性格开朗，积极主动，较强的目标感及团队合作精神。,"设计师,。,开发,合作,促进,拜访,异业,楼盘,建材行业,团队,获客,拓展,等,以上,；,活动,开展,性格开朗,精神,带,3,年,，,客户,公司,经验,门店,成交,者,较强,终端,单到,积极主动,小区,、,要求,感及,熟悉,及,目标,拓客,家装,负责,1,完成,能力,优先,2,主导,踏实,销售,渠道,的,岗位职责,团购,：,根据,发掘,业务,岗位,具有,肯干,引流,营销,维护"
https://jobs.51job.com/kunshan/154617030.html,"岗位职责：【不需要露脸】1、与粉丝互动，遵循公司与平台的规章制度，进行绿色健康的直播；2、年满18周岁3、可以长期做，细心，有耐心责任心，服从公司管理。4、良好的沟通技巧,优秀的情绪调整能力5、快速学习的能力,自我要求高5、直播环境需要安静，不能有杂音。【薪资】主播每个月最少的收入是6K到8K，成熟的主播一个月基本上10K以上，精英主播20k+，另有成熟的人员孵化体制与上升渠道。【福利】有提成,奖金奖励,免费培训,节假日小礼品岗位要求：1、善于沟通，抗压性强，情商高，懂得管理和调节自己的情绪，能与直播间的观众进行趣味性互动，有在直播行业发展的意向。2、懂市场营销、能洞悉粉丝真实想法，进行沟通。3、热爱短视频的拍摄，有文案策划、视频脚本功底。4、能向客户准确推荐合适产品。客服经验、文案经验、销售经验的小伙伴优先（该岗位更适合思维灵活，说话幽默风趣的年轻人，30岁以上同学慎重投递！！！）","孵化,主播,）,善于,能,文案,技巧,观众,推荐,直播,趣味性,该,优秀,奖励,20k,6K,情绪,抗压性,、,年轻人,奖金,准确,8K,视频,情商,年满,福利,自己,：,！,与,思维,最少,杂音,露脸,。,市场营销,策划,强,有,调整,体制,想法,可以,以上,；,责任心,，,更,薪资,管理,耐心,经验,】,进行,粉丝,,,5,精英,适合,做,功底,洞悉,培训,周岁,18,沟通,渠道,良好,的,热爱,小,免费,10K,收入,服从,调节,节假日,产品,礼品,小伙伴,+,另有,发展,拍摄,规章制度,说话,不能,意向,平台,直播间,环境,健康,是,要求,安静,人员,和,不,高,风趣,懂,短,优先,脚本,行业,2,客服,销售,合适,一个月,岗位,每个,上升,4,学习,慎重,在,向,自我,岁,3,懂得,客户,公司,遵循,投递,需要,细心,提成,到,（,绿色,灵活,月,1,能力,【,30,成熟,互动,真实,基本上,同学,岗位职责,长期,快速,幽默"
https://jobs.51job.com/kunshan/154088457.html,工作职责:◆制作和提供品质如一的饮品和食品；◆与顾客和工作伙伴保持良好的沟通，为所有顾客提供优质的服务；◆每天执行清洁工作，保持干净和舒适的门店环境和工作环境；◆负责收银工作、参与现金管理；◆遵循星巴克营运政策和流程。任职资格:◆全日制在校学生；◆每周能提供20小时以上工时；◆兼职时间半年以上；◆接受倒班工作（门店一般营运时间为早7点到晚12点）；◆良好的沟通及团队合作能力。,"◆,每天,。,早,）,合作,参与,优质,保持,时间,团队,能,半年,以上,；,在校学生,7,晚,如一,现金管理,，,一般,点到,食品,资格,兼职,服务,遵循,门店,干净,星巴克,环境,、,（,任职,全日制,顾客,和,清洁,工作,20,舒适,点,及,流程,营运,负责,能力,保持良好,倒班,小时,工时,政策,伙伴,提供,沟通,为,接受,12,良好,:,的,职责,饮品,品质,与,所有,每周,制作,执行,收银"
